Código,Descripción
42203708-003,Liquido fijador para placas radiograficas dentales
42204002-001,Cortina para laboratorio
42204002-002,Delantales de plomo para proteccion radiologica
42204002-9996,Bloque de Plomo
42204002-9997,Protector de Jeringa Plomado
42204002-9998,Vidrio Plomado
42204002-9999,Lentes de proteccion radiologica
42204005-001,Guante de latex plomado
42211502-001,Muletas Regulables
42211603-001,Elevador de inodoro
42211614-001,Inodoro para discapacitados
42211614-002,Barra de apoyo
42211705-001,Audifono analogico retroauricular
42211705-002,Audifonos digitales
42211803-001,Baston ortopedico
42211805-001,Simetografo
42221501-001,Cateter epicutaneo
42221501-003,Traductor de presion arterial
42221501-004,Cateter prolongador de alta presion
42221501-005,Cateter con balon para presion en cuna
42221501-006,Cateter percutaneo
42221501-007,Cateter Arterial
42221501-008,Cateter Cobra
42221501-009,Cateter Aspirador
42221501-9999,Cateter Arterial para Tecnica de Seldinger
42221503-001,Cateter de termodilucion
42221503-002,Cateter intravenosa via central adulto
42221503-003,Cateter  para infusion de quimioterapia
42221503-004,Cateter percutaneo
42221503-005,Cateter intravenoso periferico
42221503-006,Cateter intravenosa para via central pediatrico
42221503-007,Cateter Venoso Central 
42221503-008,Cateter Intradermico
42221503-9998,Cateter con reservorio subcutaneo para quimioterapia
42221503-9999,Cateter venoso central para hemodinamia
42221504-001,Cateter doble dirigible descartable 
42221504-002,Cateter suclavia
42221504-003,Cateter intravenoso periferico 
42221504-004,Cateter multiuso 
42221504-005,Cateter guia 
42221504-006,Cateter de diagnostico 
42221504-007,Cateter balon 
42221504-008,Cateter angiografico 
42221504-009,Cateter para Atriseptostomia
42221504-9999,Cateter para medicion del lumen vascular
42221505-001,Set Pericraneal
42221505-002,Cateter pericraneal
42221506-001,Cateter umbilical arterial
42221506-002,Cateter umbilical venoso
42221512-001,Presurizador para cateter
42221513-001,Alambre guia 
42221513-002,Mango para colocacion de guias
42221513-003,Stent 
42221513-004,Jeringa de alta presion para bomba inyectora
42221513-999,Cateteres de succion intracardiaca
42221604-001,Tubo adaptador para cateter
42221604-002,Tapa para Cateter
42221607-001,Filtro Intravenoso
42221612-001,Llave de tres vias
42221612-9998,Llave manifold de tres vias
42221612-9999,Llave de dos vias
42221616-001,Prolongador arterial
42221616-002,Prolongador de Via
42221702-9999,Infusor portatil para quimioterapia
42221704-001,Bolsa presurizadora
42221803-001,Cinta cardiaca
42221901-001,Regulador de goteo
42221901-002,Regulador de O2 
42221903-001,Detector de latido fetal
42222001-001,Set para bomba de infusion  
42222001-002,Equipo volutrol macrogotero para soluciones
42222001-003,Set para bomba de infusion a rosca
42222001-004,Equipo volutrol microgotero para soluciones
42222001-999,Bomba de Infusion Intravenosa
42222002-001,Bomba de infusion a jeringa
42222002-002,Jeringa para Bomba de Infusion
42222003-001,Bomba de infusión para hidratación parenteral
42222003-002,Bomba de Infusión
42222008-001,Set descartable para bomba de Infusión Parenteral y Droga Fotosensible
42222008-002,Tubuladura Parenteral para Bomba de Infusion
42222008-003,Filtro para Nutricion Parenteral
42222008-999,Calentador de lineas de infusion
42222008-9999,Medidor de Flujo para Bomba de Infusion
42222301-001,Equipo para transfusion de sangre
42222301-002,Equipo de transfusion con filtro
42222301-003,Equipo automatizado para quimica sanguinea
42222301-004,Equipo automatizado para hemograma
42222301-005,Equipo coagulimetro para pruebas de coagulacion
42222301-006,Equipo para medir presion venosa central
42222301-9999,Equipo de Aferesis
42222308-001,Bolsa colectora de sangre
42222308-002,Bolsa para extraccion de sangre doble
42222308-003,Bolsa para extraccion de sangre cuadruple con anticoagulante
42222308-004,Bolsa para extraccion de sangre triple
42222308-005,Bolsa para extraccion de sangre triple con anticoagulante
42222308-006,Bolsa simple para extraccion de sangre
42222308-007,Bolsa simple para extraccion de sangre con anticoagulante
42222308-008,Bolsa de transferencia para sangre
42222308-009,Bolsa doble para extraccion de sangre con anticoagulante
42222308-010,Bolsas triple para extraccion de sangre
42222308-9999,Bolsa para extraccion de sangre cuadruple con anticoagulante
42222309-001,Bandeja para almacenar sangre
42222309-002,Recipiente Termico para Transportar Sangre
42222309-9998,Rescatador de celulas
42222309-9999,Recipiente Termico Refrigerado a bateria para Transportar Sangre
42231501-001,Bomba Infusora para Nutricion Enteral
42231502-001,Sonda Traspilorica para Alimentacion Enteral 
42231502-002,Set de gastroyeyunostomia 
42231502-003,Sonda transpilorica
42231502-004,Cateter Gastroyeyuna
42231502-005,Sonda yeyunal para colocacion via gastronomia
42231502-006,Sonda de alimentacion nasoyeyunal
42231504-001,Bolsa de alimentacion enteral
42231504-002,Bolsa flexible para nutricion parenteral
42231504-003,Set  para alimentacion parenteral
42231504-9999,Botella Contenedora de nutricion enteral
42231505-001,Adaptador para equipo de Alimentacion Parenteral
42231505-002,Adaptador para Alimentacion Enteral
42231510-001,Set descartables para alimentacion enteral
42231510-002,Adaptador con cierre a rosca
42231608-001,Cateter Cobra
42231609-001,Balon de recambio para gastrostomia
42231609-002,Boton para gastrostomia percutanea
42231609-003,Boton de gastrostomia bajo relieve
42231609-004,Set de Gastrostomia Percutanea
42231701-001,Sonda nasogastrica pediatrico
42231701-002,Sonda nasogastrica adulto
42231801-001,Formula Polimerica Completa para Adultos con Fibra
42231801-002,Formula Polimerica Completa para Adultos sin Fibra
42231801-003,Formula  semielemental para adultos
42231802-001,Formula polimerica pediátrica sin lactosa  - Polvo
42231802-002,Formula Lactea Estandar para Lactantes - Liquido
42231802-003,Formula Completa para Lactantes Libre de Fenilalanina
42231802-004,Formula Completa Lactea de Continuacion -Polvo
42231802-005,Formula Lactea Completa para Prematuros- Polvo
42231802-006,Formula  Semielemental para Ninos- Polvo
42231802-007,Preparado Modular de Proteinas Animales -Polvo 
42231802-008,Formula completa para lactantes en base a proteina de soja - polvo
42231802-009,Formula lactea inicio - polvo
42231802-010,Formula lactea semielemental a base de caseinato de sodio hidrolizado y maltodextrina para lactantes y niños en primera infancia
42231802-011,Formula lactea calorico maltodextrina - polvo
42231802-012,Formula Completa para Recien Nacido de bajo Peso - Liquido
42231803-001,Maltodextrina polvo - Adulto
42231803-002,Formula Polimerica Modificada para insuficiencia Renal
42231803-003,Formula polimerica renal hiperproteica Polvo
42231803-004,Formula Polimerica Renal Hipoproteica Liquido
42231803-005,Formula Nutricional para Insuficiencia Hepatica - Adulto - Polvo
42231803-9999,Formula Completa p/ paciente renal - hipoproteico + vitaminas - sin sacarosa - Liquido
42231806-001,Formula elemental con glutamina Polvo
42231806-002,Formula Fibra Liquida 
42231806-003,Formula Hipercalorica Liquida
42231806-004,Formula Modular Calorica Polvo
42231806-005,Formula Modular Fibra Polvo
42231806-006,Formula Modular Proteica Polvo
42231806-007,Formula p/ Diabeticos p/ Nutricion Enteral Polvo
42231806-008,Formula Polimerica Estandar  P/ Nutricion Enteral Polvo
42231806-010,Formula polimerica soja Polvo
42231806-011,Formula polimerica soja plus Polvo
42231806-012,Formula semielemental sin lactosa Polvo
42231806-013,Formula simielemental
42231806-014,Formula sin lactosa Polvo
42231806-015,Formula s/ sacarosa para diabeticos
42231806-016,Formula para lactantes
42231806-017,Formula para prematuros
42231806-018,Formula completa polimerica sin fibra
42231806-019,Formula completa polimerica con fibra
42231806-020,Formula completa polimerica  para diabeticos Liquido
42231806-021,Formula completa polimerica hiperproteica
42231806-022,Formula modular de carbonhidratos
42231806-023,Formula modular de proteinas
42231806-024,Formula semielemental con glutamina
42231806-025,Formula semielemental pediatrica
42231806-026,Formula p/ Diabeticos p/ Nutricion Enteral liquido
42231806-027,Formula Fibra Polvo
42231806-028,Formula polimerica c/ proteina a base de soja polvo
42231806-029,Formula Enteral con Glutamina - Polvo
42231806-030,Formula Hipercalorica - Hiperproteica Polvo
42231806-031,Formula Polimerica Estandar p/ Nutricion Enteral. Liquido
42231806-032,Formula Hipercalorica Hiperproteica Liquido
42231806-033,Formula Oligomerica con Vitamina y Mineral Polvo
42231806-034,Glutamina Polvo
42231806-9995,Formula isotonica completa balanceada
42231806-9996,Formula semielemental con sacarosa
42231806-9997,Formula Polimerica p/ Diabeticos con Vitaminas + Minerales - Polvo
42231806-9998,Formula Polimerica libre de sacarosa y lactosa - Liquido
42231806-9999,Formula Semi Elemental con Glutamina + Arginina - Polvo
42231807-001,Tetina para Biberon
42241701-001,Tobillera
42241701-9999,Protesis Total de Tobillo
42241702-9999,Malla de Contension
42241801-9999,Cabestrillo para Brazo
42241806-9999,Protesis para Antebrazo
42242107-001,Equipo de Traccion
42242107-002,Camilla para Traccion
42242301-001,Ventosera de goma
42242302-001,Marco traumatologico
42242302-002,Placa ancha autocompresiva con tornillo 
42242302-003,Placa 1/3 de tubo con orificios
42242302-004,Placa ancha autocompresiva de bajo contacto con orificios y tornillo 
42242302-005,Placa autocompresiva con orificios y tornillo 
42242302-006,Placa estrecha autocompresiva con orificios y tornillo 
42242302-007,Placa estrecha autocompresiva de bajo contacto con orificios y tornillo cortical
42242302-008,Placa en T 
42242302-009,Protesis parcial de cadera 
42242302-010,Protesis total de hombro 
42242302-011,Protesis total cadera 
42242302-012,Protesis total de rodilla
42242302-013,Protesis vascular 
42242302-014,Sistema de tornillo condilar dinamico con orificio y tornillo corticales + tornillo deslizante
42242302-015,Sistema placa tornillo cadera dinamico con orificio y tornillos
42242302-016,Tornillo canulado
42242302-017,Collar cervical
42242302-018,Rodillera articulada corta
42242302-019,Tornillo pedicular
42242302-020,Mini placa recta con tornillos 
42242302-021,Mini placa orbital o curva con tornillos 
42242302-022,Placa de reconstruccion mandibular con tornillos 
42242302-023,Arco de Eric 
42242302-024,Clavija de Kirsner
42242302-025,Clavo Endomedular No Fresado 
42242302-026,Clavo Intramedular fresado
42242302-027,Clavo Intramedular no fresado
42242302-028,Clavo Intramedular para tibia fresado
42242302-029,Clavo de Enders
42242302-030,Placa autoestable para columna cervical
42242302-031,Tornillo conico de bloqueo sistema
42242302-032,Tornillo con cabeza de expansion autorroscante para columna cervical
42242302-033,Placa y tornillos D.C.P. Angosta
42242302-034,Placa y tornillos D.C.P. Ancha
42242302-035,Placa en Y con tornillos 
42242302-036,Placa 1/3 y DCP con Tornillos 
42242302-037,Tornillos esponjosa
42242302-038,Tornillos maleolar 
42242302-039,Placa angulada 
42242302-040,Placa  D.H.S. 
42242302-041,Fijador externo 
42242302-042,Tutor externo de elongacion osea
42242302-043,Tornillo de bloqueo
42242302-044,Placa reconstruccion curva 
42242302-045,Placa de reconstruccion recta 
42242302-046,Placas y tornillos LCDCP angosta 
42242302-047,Placa y tornillos tipo LCDCP ancha
42242302-048,Protesis total de cadera cementada
42242302-049,Mini Tutores 
42242302-050,Placa y tornillos
42242302-051,Tutores Externos
42242302-052,Collar ortopedico
42242302-053,Sistema Dinamico Condilar
42242302-054,Clavo de Steiman
42242302-055,Tornillo de Interferencia
42242302-056,Fijador interno
42242302-058,Micro placa 
42242302-060,Mini fijador 
42242302-061,Alambres sublaminares
42242302-062,Clavos Elasticos de Titanio
42242302-063,Placa cuchara con orificios
42242302-064,Tornillos corticales
42242302-066,Placa recta con tornillos 
42242302-067,Placa para tibia distal
42242302-068,Placa condilea 
42242302-069,Implante pedicular 
42242302-070,Placas para calcaneo 
42242302-071,Protesis total cadera no cementada
42242302-072,Tornillo para gancho pedicular
42242302-073,Endo protesis  no convencional para femur 
42242302-074,Endoprotesis parcial no convencional para tibia 
42242302-075,Grapa quirurgica
42242302-076,Protesis para desarticulacion de hombro convencional con mano mecanica
42242302-077,Protesis rodilla rigida
42242302-078,Protesis tubular para amputacion de cadera
42242302-079,Protesis para desarticulacion de rodilla pie
42242302-080,Protesis para amputacion de pierna con apoyo con pie
42242302-081,Protesis para amputacion transmetatarsiana
42242302-082,Protesis para amputacion de humero 
42242302-083,Protesis para amputacion para antebrazo convencional mano cosmetica
42242302-084,Ortesis larga 
42242302-085,Mini placa en L
42242302-086,Mini placa 
42242302-087,Placa y tornillos D.C.P.
42242302-088,Arandela para tornillo
42242302-089,Placa en L con tornillo
42242302-090,Ferula 
42242302-091,Ortesis corta 
42242302-092,Implante pedicular  para columna vertebral
42242302-093,Tornillo transpendicular
42242302-094,Rotula
42242302-095,Conector transversal para barra
42242302-096,Barra dura
42242302-097,Gancho laminar
42242302-098,Gancho pedicular
42242302-099,Sistema de anclaje roscado de titanio esponjosa o cortical
42242302-100,Placa de recontruccion 
42242302-101,Placa de tension con tornillo
42242302-102,Placa universal con tornillo
42242302-103,Placa orbital con tornillo
42242302-104,Placa curva con tornillo
42242302-105,Placa en Y con tornillo
42242302-106,Placa para columna cervical
42242302-107,Clavo distal
42242302-108,Placa para radio distal con tornillo
42242302-109,Endoprotesis parcial no convencional para humero
42242302-110,Endoprotesis no convencional para tibia total
42242302-111,Endoprotesis total  no convencional para humero
42242302-112,Ortesis larga
42242302-113,Placa abertura tibial con tornillo
42242302-114,Tubo tutor
42242302-115,Tensor de compresion
42242302-116,Varilla de conexion
42242302-117,Clavo con perno
42242302-118,Perno de bloqueo
42242302-119,Casquillo de bloqueo
42242302-120,Hoja espiral
42242302-121,Clavo humeral
42242302-122,Placa de Compresion Bloqueada con tornillo
42242302-123,Endo protesis parcial 
42242302-124,Tornillo de Schanz
42242302-125,Tornillo de vastago
42242302-126,Tornillo de cierre
42242302-127,Set de fijacion para ligamento con tornillo
42242302-128,Protesis Parcial de Hombro 
42242302-129,Garrot neumatico para miembro superior / Inferior
42242302-130,Reductor / Regulador de Nitrogeno para Motor Neumatico
42242302-131,Motor Neumatico para maniobras ortopedicas
42242302-992,Clavija de Steinman
42242302-993,Clamp Oseo
42242302-994,Gancho Oseo
42242302-995,Cortador para Osteosintesis
